t_s,desired_deg,actual_deg,uq,vel_rads,amp,phase
154.7650,60.000,37.289,0.1869,1.2928,60.0,c8+
155.0283,60.000,50.359,0.0354,0.5612,60.0,c8+
155.2909,60.000,57.070,-0.1827,0.6441,60.0,c8+
155.5547,60.000,58.157,-0.0248,0.1029,60.0,c8+
155.8185,60.000,59.004,0.0322,0.0710,60.0,c8+
156.0828,39.405,50.262,-0.0039,-1.3042,60.0,c8-
156.3642,-0.205,24.849,-0.0503,-2.4868,60.0,c8-
156.6287,-39.816,-4.826,-0.3836,-1.7646,60.0,c8-
156.8923,-60.000,-39.157,0.0806,-2.2564,60.0,c8-
157.1552,-60.000,-50.744,0.1504,-0.6998,60.0,c8-
157.4183,-60.000,-55.800,-0.0796,-0.3173,60.0,c8-
157.6822,-60.000,-58.224,-0.1115,-0.1741,60.0,c8-
157.9467,-60.000,-59.293,-0.0991,-0.0793,60.0,c8-
158.2284,-60.000,-59.629,-0.1056,-0.0142,60.0,c8-
158.4921,-42.412,-53.801,0.1472,0.8486,60.0,c9+
158.7565,-2.801,-29.556,0.1412,1.6264,60.0,c9+
159.0193,39.865,7.654,0.3461,1.7893,60.0,c9+
159.2830,60.000,35.722,0.0573,1.6150,60.0,c9+
159.5463,60.000,49.903,0.0120,0.5715,60.0,c9+
159.8100,60.000,57.432,-0.0254,0.4109,60.0,c9+
160.0742,60.000,58.042,-0.0380,0.1032,60.0,c9+
160.3565,60.000,59.043,0.0314,0.0664,60.0,c9+
160.6192,42.436,52.305,-0.1462,-1.1911,60.0,c9-
160.8835,-0.205,24.913,-0.3427,-1.5798,60.0,c9-
161.1467,-39.814,-4.837,-0.1031,-2.4103,60.0,c9-
161.4108,-60.000,-39.033,-0.2798,-1.5487,60.0,c9-
161.6731,-60.000,-50.968,-0.0146,-0.4462,60.0,c9-
161.9387,-60.000,-55.714,-0.0906,-0.3207,60.0,c9-
162.2017,-60.000,-58.110,-0.1342,-0.1312,60.0,c9-
162.4840,-60.000,-59.150,-0.1042,-0.0554,60.0,c9-
162.7467,-60.000,-59.658,-0.0936,-0.0245,60.0,c9-
163.0109,-39.382,-52.287,0.1302,0.9062,60.0,ret0
163.2748,-3.362,-27.812,0.1064,1.5334,60.0,ret0
163.5384,0.000,-11.936,0.1328,0.8906,60.0,ret0
163.8011,0.000,-5.283,-0.0010,0.2710,60.0,ret0
164.0660,0.000,-2.265,0.0414,0.1651,60.0,ret0
164.3288,0.000,-1.074,0.0878,0.0550,60.0,ret0
164.6116,0.000,-0.495,0.1001,0.0289,60.0,ret0
164.8750,17.570,7.417,-0.0273,0.9966,75.0,c0+
165.1378,60.197,29.223,-0.5670,3.1530,75.0,c0+
165.4017,75.000,57.505,-0.0763,1.4954,75.0,c0+
165.6651,75.000,66.673,0.1303,0.5600,75.0,c0+
165.9282,75.000,71.332,0.2283,0.2285,75.0,c0+
166.1925,75.000,73.919,0.1417,0.2019,75.0,c0+
166.4748,75.000,74.758,0.0568,0.0436,75.0,c0+
166.7388,57.433,69.063,-0.0687,-0.6217,75.0,c0-
167.0014,17.837,43.969,-0.1325,-1.8922,75.0,c0-
167.2649,-24.816,8.447,-0.0389,-2.1408,75.0,c0-
167.5286,-64.248,-30.964,-0.2477,-2.2877,75.0,c0-
167.7922,-75.000,-53.224,0.1785,-1.6773,75.0,c0-
168.0560,-75.000,-65.944,-0.1979,-0.5050,75.0,c0-
168.3205,-75.000,-71.323,-0.2785,-0.3531,75.0,c0-
168.6024,-75.000,-73.401,-0.1361,-0.0438,75.0,c0-
168.8663,-75.000,-74.749,0.0513,-0.0224,75.0,c0-
169.1300,-57.418,-68.847,-0.0315,0.4976,75.0,c1+
169.3934,-14.756,-41.188,-0.1772,2.7052,75.0,c1+
169.6571,24.864,-6.063,0.0168,2.8188,75.0,c1+
169.9200,64.276,29.084,-0.0373,2.6399,75.0,c1+
170.1837,75.000,54.988,-0.0957,1.4741,75.0,c1+
170.4485,75.000,66.243,0.1472,0.7525,75.0,c1+
170.7307,75.000,71.212,0.2137,0.2935,75.0,c1+
170.9934,75.000,73.936,0.1424,0.2287,75.0,c1+
171.2572,75.000,74.741,0.0856,0.0570,75.0,c1+
171.5205,54.403,66.124,-0.0337,-0.7281,75.0,c1-
171.7833,14.786,38.148,-0.1298,-1.8949,75.0,c1-
172.0471,-24.819,8.443,-0.0376,-2.1466,75.0,c1-
172.3126,-64.250,-30.968,-0.2483,-2.2971,75.0,c1-
172.5761,-75.000,-53.340,0.1596,-1.6279,75.0,c1-
172.8577,-75.000,-65.814,-0.2174,-0.4990,75.0,c1-
173.1212,-75.000,-71.316,-0.2606,-0.3496,75.0,c1-
173.3840,-75.000,-74.394,-0.1171,-0.2095,75.0,c1-
173.6478,-75.000,-74.448,-0.0394,-0.0188,75.0,c1-
173.9118,-54.388,-67.749,-0.0318,0.4646,75.0,c2+
174.1753,-14.756,-40.412,-0.0801,2.6088,75.0,c2+
174.4399,24.865,-5.217,0.1556,2.5180,75.0,c2+
174.7031,64.277,29.006,0.0656,2.3484,75.0,c2+
174.9857,75.000,54.950,0.0076,1.0410,75.0,c2+
175.2488,75.000,66.362,0.1588,0.6010,75.0,c2+
175.5123,75.000,71.339,0.2152,0.2964,75.0,c2+
175.7758,75.000,73.689,0.1704,0.1557,75.0,c2+
176.0382,75.000,74.471,0.1012,0.0149,75.0,c2+
176.3025,54.404,66.730,0.0321,-0.8737,75.0,c2-
176.5670,14.789,38.138,-0.1369,-1.8316,75.0,c2-
176.8498,-24.817,8.514,-0.0534,-2.0307,75.0,c2-
177.1135,-64.248,-30.955,0.1147,-3.0041,75.0,c2-
177.3761,-75.000,-53.307,-0.2609,-0.6926,75.0,c2-
177.6401,-75.000,-66.709,-0.2099,-0.5179,75.0,c2-
177.9030,-75.000,-71.635,-0.2854,-0.3002,75.0,c2-
178.1667,-75.000,-74.200,-0.1277,-0.1977,75.0,c2-
178.4303,-75.000,-75.122,-0.0756,-0.0942,75.0,c2-
178.6950,-54.390,-67.644,-0.0602,0.7477,75.0,c3+
178.9772,-14.759,-40.827,0.0470,1.9384,75.0,c3+
179.2411,24.862,-5.786,-0.0992,2.8161,75.0,c3+
179.5048,64.275,29.035,0.0549,2.3626,75.0,c3+
179.7685,75.000,56.546,-0.0029,1.0572,75.0,c3+
180.0314,75.000,66.680,0.2020,0.5480,75.0,c3+
180.2948,75.000,71.330,0.2335,0.2201,75.0,c3+
180.5593,75.000,74.601,0.1867,0.1884,75.0,c3+
180.8223,75.000,74.455,0.0965,0.0079,75.0,c3+
181.1049,54.405,66.429,0.0779,-1.0159,75.0,c3-
181.3685,14.791,38.112,0.2974,-2.7212,75.0,c3-
181.6317,-27.861,7.243,-0.0523,-2.0371,75.0,c3-
181.8959,-66.772,-30.093,0.1129,-2.9928,75.0,c3-
182.1595,-75.000,-56.657,-0.2590,-0.6709,75.0,c3-
182.4221,-75.000,-66.752,-0.2055,-0.5296,75.0,c3-
182.6869,-75.000,-71.501,-0.2827,-0.2952,75.0,c3-
182.9504,-75.000,-74.030,-0.1010,-0.2087,75.0,c3-
183.2330,-75.000,-76.197,0.1411,-0.3423,75.0,c3-
183.4965,-57.421,-67.890,-0.0919,0.7387,75.0,c4+
183.7597,-14.758,-41.185,-0.1750,2.7128,75.0,c4+
184.0233,24.863,-6.029,0.0186,2.8124,75.0,c4+
184.2871,64.276,29.123,-0.0433,2.6559,75.0,c4+
184.5502,75.000,54.954,-0.0807,1.4316,75.0,c4+
184.8155,75.000,66.334,0.1245,0.8099,75.0,c4+
185.0978,75.000,71.040,0.2262,0.2458,75.0,c4+
185.3605,75.000,73.553,0.1737,0.1220,75.0,c4+
185.6238,75.000,74.336,0.1330,0.0087,75.0,c4+
185.8880,54.404,66.684,0.0105,-0.8094,75.0,c4-
186.1514,14.790,38.136,-0.1295,-1.8767,75.0,c4-
186.4143,-24.815,8.504,-0.0316,-2.1642,75.0,c4-
186.6784,-64.246,-30.940,-0.2430,-2.2904,75.0,c4-
186.9426,-75.000,-53.248,0.2268,-1.7923,75.0,c4-
187.2257,-75.000,-66.013,-0.1929,-0.5516,75.0,c4-
187.4886,-75.000,-71.056,-0.2856,-0.3012,75.0,c4-
187.7518,-75.000,-74.415,-0.0640,-0.3391,75.0,c4-
188.0158,-75.000,-74.522,-0.0098,-0.0115,75.0,c4-
188.2794,-54.389,-68.005,-0.0432,0.4864,75.0,c5+
188.5426,-14.757,-41.288,-0.2018,2.7863,75.0,c5+
188.8065,24.865,-5.730,0.0515,2.7603,75.0,c5+
189.0708,64.279,28.926,-0.0388,2.6615,75.0,c5+
189.3534,75.000,54.874,0.0133,1.0199,75.0,c5+
189.6173,75.000,66.097,0.1918,0.5541,75.0,c5+
189.8795,75.000,71.373,0.2418,0.2220,75.0,c5+
190.1435,75.000,73.603,0.2131,0.0678,75.0,c5+
190.4068,75.000,74.412,0.0939,0.0086,75.0,c5+
190.6700,54.406,66.371,-0.0458,-0.6281,75.0,c5-
190.9349,14.789,38.134,-0.1316,-1.8703,75.0,c5-
191.1983,-24.816,8.467,-0.0353,-2.1507,75.0,c5-
191.4809,-64.248,-30.922,0.1113,-2.9957,75.0,c5-
191.7449,-75.000,-53.346,-0.2479,-0.6773,75.0,c5-
192.0078,-75.000,-66.606,-0.1944,-0.5499,75.0,c5-
192.2713,-75.000,-71.397,-0.2644,-0.3346,75.0,c5-
192.5345,-75.000,-73.942,-0.1459,-0.1431,75.0,c5-
192.7981,-75.000,-75.536,0.2171,-0.4793,75.0,c5-
193.0629,-54.390,-67.766,-0.0299,0.6349,75.0,c6+
193.3267,-14.758,-41.229,0.0871,1.7961,75.0,c6+
193.6089,24.862,-5.618,-0.1120,2.8648,75.0,c6+
193.8723,64.275,28.922,0.0646,2.3425,75.0,c6+
194.1363,75.000,56.602,0.0039,1.0366,75.0,c6+
194.3986,75.000,66.568,0.1945,0.5528,75.0,c6+
194.6616,75.000,71.249,0.2313,0.2215,75.0,c6+
194.9254,75.000,73.695,0.1663,0.1358,75.0,c6+
195.1894,75.000,74.610,0.0819,-0.0008,75.0,c6+
195.4726,54.405,65.886,0.1334,-1.1823,75.0,c6-
195.7356,14.790,38.120,0.2956,-2.7195,75.0,c6-
195.9990,-24.816,8.497,-0.0501,-2.0337,75.0,c6-
196.2626,-66.772,-30.149,0.1113,-3.0026,75.0,c6-
196.5264,-75.000,-56.613,-0.2551,-0.6784,75.0,c6-
196.7894,-75.000,-66.663,-0.2016,-0.5390,75.0,c6-
197.0525,-75.000,-71.538,-0.2791,-0.3067,75.0,c6-
197.3171,-75.000,-74.048,-0.1385,-0.1745,75.0,c6-
197.5996,-75.000,-75.862,0.1496,-0.1769,75.0,c6-
197.8630,-57.418,-67.871,-0.1420,0.6997,75.0,c7+
198.1270,-17.804,-41.280,-0.0680,2.6680,75.0,c7+
198.3902,24.867,-6.064,0.2501,2.2594,75.0,c7+
198.6537,64.278,30.333,-0.1227,2.9166,75.0,c7+
198.9171,75.000,54.908,-0.1241,1.5472,75.0,c7+
199.1810,75.000,66.156,0.1535,0.7425,75.0,c7+
199.4453,75.000,71.050,0.2244,0.2662,75.0,c7+
199.7276,75.000,73.446,0.2060,0.1394,75.0,c7+
199.9907,75.000,74.401,0.0813,0.0164,75.0,c7+
200.2542,54.403,66.241,-0.0259,-0.7252,75.0,c7-
200.5179,14.787,38.115,-0.1258,-1.8899,75.0,c7-
200.7807,-24.818,8.476,-0.0335,-2.1472,75.0,c7-
201.0447,-64.250,-30.955,-0.2441,-2.2893,75.0,c7-
201.3090,-75.000,-53.226,0.2137,-1.7575,75.0,c7-
201.5731,-75.000,-65.960,-0.1954,-0.5062,75.0,c7-
201.8552,-75.000,-71.129,-0.2830,-0.3119,75.0,c7-
202.1184,-75.000,-74.177,-0.0861,-0.2755,75.0,c7-
202.3810,-75.000,-74.475,-0.0622,-0.0173,75.0,c7-
202.6455,-54.390,-67.782,-0.0392,0.4774,75.0,c8+
202.9087,-14.758,-40.582,-0.0932,2.6173,75.0,c8+
203.1720,24.864,-5.398,0.1479,2.5091,75.0,c8+
203.4374,64.276,29.178,-0.0847,2.7446,75.0,c8+
203.7004,75.000,54.978,0.0089,1.0592,75.0,c8+
203.9826,75.000,66.324,0.1655,0.5921,75.0,c8+
204.2455,75.000,71.079,0.2231,0.2539,75.0,c8+
204.5087,75.000,73.564,0.1845,0.1340,75.0,c8+
204.7719,75.000,74.435,0.1244,0.0001,75.0,c8+
205.0362,54.404,66.731,0.0257,-0.8568,75.0,c8-
205.2989,14.787,38.176,-0.1427,-1.8214,75.0,c8-
205.5635,-24.818,8.487,-0.0322,-2.1589,75.0,c8-
205.8467,-64.249,-30.991,0.1153,-3.0161,75.0,c8-
206.1103,-75.000,-53.294,-0.2566,-0.6943,75.0,c8-
206.3729,-75.000,-65.875,-0.2078,-0.5184,75.0,c8-
206.6371,-75.000,-71.801,-0.2688,-0.3356,75.0,c8-
206.8993,-75.000,-73.906,-0.0678,-0.1549,75.0,c8-
207.1631,-75.000,-75.512,0.1390,-0.1341,75.0,c8-
207.4269,-54.387,-67.972,-0.0378,0.4907,75.0,c9+
207.6921,-14.756,-41.227,-0.2007,2.7891,75.0,c9+
207.9747,24.865,-5.690,-0.1014,2.8362,75.0,c9+
208.2375,64.277,28.982,0.0575,2.3541,75.0,c9+
208.5010,75.000,54.961,0.0024,1.0505,75.0,c9+
208.7646,75.000,66.374,0.1800,0.5697,75.0,c9+
209.0275,75.000,71.199,0.2195,0.2662,75.0,c9+
209.2905,75.000,73.546,0.1793,0.1490,75.0,c9+
209.5538,75.000,74.379,0.1523,0.0566,75.0,c9+
209.8182,54.404,66.680,-0.0018,-0.7643,75.0,c9-
210.1019,14.789,38.125,0.2983,-2.7385,75.0,c9-
210.3653,-24.818,8.514,-0.0528,-2.0331,75.0,c9-
210.6282,-66.773,-30.148,0.1159,-3.0052,75.0,c9-
210.8924,-75.000,-56.496,-0.2495,-0.6763,75.0,c9-
211.1547,-75.000,-66.606,-0.2030,-0.5256,75.0,c9-
211.4185,-75.000,-71.485,-0.2791,-0.3088,75.0,c9-
211.6830,-75.000,-73.962,-0.1013,-0.2003,75.0,c9-
211.9462,-75.000,-75.244,0.1565,-0.0572,75.0,c9-
212.2284,-54.390,-67.820,0.0782,0.6162,75.0,ret0
212.4928,-14.758,-41.190,0.0747,1.8116,75.0,ret0
212.7559,0.000,-17.286,0.1715,1.1880,75.0,ret0
213.0194,0.000,-7.262,0.0902,0.3910,75.0,ret0
213.2831,0.000,-3.169,0.0500,0.2139,75.0,ret0
213.5459,0.000,-1.497,0.0652,0.1161,75.0,ret0
213.8099,0.000,-0.649,0.1077,0.0334,75.0,ret0
214.0735,20.597,7.467,0.1059,0.7741,90.0,c0+
214.3560,60.196,29.485,0.4837,0.6411,90.0,c0+
214.6195,89.000,62.375,0.1584,1.5561,90.0,c0+
214.8827,89.000,78.836,0.1276,0.5903,90.0,c0+
215.1456,89.000,84.432,-0.0685,0.2027,90.0,c0+
215.4093,89.000,86.926,0.0162,0.1586,90.0,c0+
215.6722,89.000,88.122,0.0327,0.0514,90.0,c0+
215.9363,89.000,88.552,0.0434,0.0248,90.0,c0+
216.2198,68.403,81.671,-0.2884,-0.9215,90.0,c0-
216.4832,28.790,57.464,-0.3544,-1.5463,90.0,c0-
216.7461,-10.821,22.981,-0.2799,-2.0651,90.0,c0-
217.0103,-53.486,-17.591,-0.1701,-2.3609,90.0,c0-
217.2735,-87.340,-53.148,0.1152,-2.7108,90.0,c0-
217.5369,-89.000,-79.624,-0.0337,-1.7437,90.0,c0-
217.8004,-89.000,-85.832,0.5771,-2.2379,90.0,c0-
218.0642,-89.000,-84.422,-0.2853,0.9556,90.0,c0-
218.3474,-89.000,-87.123,-0.0242,0.2984,90.0,c0-
218.6107,-89.000,-89.124,0.0645,-0.3866,90.0,c0-
218.8730,-89.000,-88.178,-0.0224,0.2081,90.0,c0-
219.1377,-68.383,-82.290,0.1365,0.7443,90.0,c1+
219.4008,-28.754,-55.988,0.1916,1.7468,90.0,c1+
219.6650,10.873,-22.878,0.0351,2.5651,90.0,c1+
219.9284,50.489,13.395,0.4372,1.9381,90.0,c1+
220.1926,86.110,54.601,-0.2279,3.5937,90.0,c1+
220.4749,89.000,73.024,0.2404,1.1522,90.0,c1+
220.7383,89.000,82.711,-0.0222,0.5296,90.0,c1+
221.0014,89.000,86.226,0.0046,0.1850,90.0,c1+
221.2644,89.000,87.718,0.0181,0.1104,90.0,c1+
221.5277,89.000,88.400,0.0370,0.0418,90.0,c1+
221.7917,68.403,81.577,-0.2785,-0.7481,90.0,c1-
222.0561,28.791,57.564,-0.2510,-1.4954,90.0,c1-
222.3197,-10.819,22.977,-0.0546,-2.7239,90.0,c1-
222.6016,-50.436,-14.716,-0.1778,-2.3425,90.0,c1-
222.8653,-86.079,-54.344,0.1171,-2.7123,90.0,c1-
223.1293,-89.000,-79.787,-0.0185,-1.8050,90.0,c1-
223.3923,-89.000,-88.431,0.2584,-1.3154,90.0,c1-
223.6552,-89.000,-81.566,-0.0018,0.2466,90.0,c1-
223.9187,-89.000,-89.535,0.3808,-1.1527,90.0,c1-
224.1834,-89.000,-87.169,-0.2409,0.7427,90.0,c1-
224.4655,-89.000,-88.569,0.0268,0.1228,90.0,c1-
224.7295,-71.414,-82.482,0.1312,0.7723,90.0,c2+
224.9929,-31.803,-58.517,0.2047,1.6965,90.0,c2+
225.2565,10.871,-23.168,0.0476,2.5219,90.0,c2+
225.5198,50.487,13.618,0.4475,1.9124,90.0,c2+
225.7834,86.107,54.021,-0.2518,3.5841,90.0,c2+
226.0463,89.000,72.759,0.2871,0.9762,90.0,c2+
226.3106,89.000,83.896,0.0256,0.4219,90.0,c2+
226.5931,89.000,86.048,-0.0053,0.1973,90.0,c2+
226.8558,89.000,87.623,0.0279,0.0764,90.0,c2+
227.1195,89.000,88.370,0.0414,0.0338,90.0,c2+
227.3830,68.404,81.443,-0.2876,-0.7339,90.0,c2-
227.6461,28.790,57.646,-0.2347,-1.5435,90.0,c2-
227.9094,-10.820,23.004,-0.0460,-2.7326,90.0,c2-
228.1734,-50.438,-14.861,0.0544,-3.0512,90.0,c2-
228.4378,-86.079,-54.974,-0.0396,-2.9600,90.0,c2-
228.7207,-89.000,-74.077,-0.1956,-1.4485,90.0,c2-
228.9840,-89.000,-77.679,-0.4993,0.7008,90.0,c2-
229.2471,-89.000,-80.027,0.5501,-1.2071,90.0,c2-
229.5106,-89.000,-92.688,-0.2465,0.2274,90.0,c2-
229.7741,-89.000,-84.595,0.1620,-0.2270,90.0,c2-
230.0368,-89.000,-89.313,0.1087,-0.1613,90.0,c2-
230.3011,-89.000,-88.917,0.0497,-0.0027,90.0,c2-
230.5650,-89.000,-88.935,0.0343,-0.0017,90.0,c2-
230.8477,-68.384,-82.365,0.2685,0.6191,90.0,c3+
231.1115,-28.754,-55.979,0.1981,1.8447,90.0,c3+
231.3744,13.921,-20.629,0.2197,2.1198,90.0,c3+
231.6387,53.537,21.073,0.4210,2.2132,90.0,c3+
231.9015,87.371,54.436,-0.1956,2.9360,90.0,c3+
232.1645,89.000,75.548,0.2803,1.0090,90.0,c3+
232.4293,89.000,83.919,-0.1251,0.7560,90.0,c3+
232.6928,89.000,86.167,0.0108,0.1732,90.0,c3+
232.9750,89.000,87.759,0.0250,0.0876,90.0,c3+
233.2382,89.000,88.404,0.0404,0.0288,90.0,c3+
233.5017,68.403,81.703,-0.2867,-0.7272,90.0,c3-
233.7649,28.790,57.249,-0.2847,-1.4221,90.0,c3-
234.0288,-10.820,22.957,-0.0432,-2.7533,90.0,c3-
234.2922,-50.437,-14.632,0.0511,-3.0375,90.0,c3-
234.5566,-86.079,-54.419,0.0051,-3.0425,90.0,c3-
234.8396,-89.000,-75.738,-0.0035,-1.8106,90.0,c3-
235.1021,-89.000,-87.314,0.4909,-1.9975,90.0,c3-
235.3658,-89.000,-83.680,-0.1877,0.7117,90.0,c3-
235.6286,-89.000,-88.005,0.5166,-1.4065,90.0,c3-
235.8924,-89.000,-88.360,-0.3281,0.9255,90.0,c3-
236.1552,-89.000,-88.257,0.2143,-0.3673,90.0,c3-
236.4191,-68.383,-82.090,0.1544,0.7176,90.0,c4+
236.6842,-28.753,-56.322,0.1846,1.7298,90.0,c4+
236.9664,10.873,-23.138,0.2717,2.0070,90.0,c4+
237.2298,50.490,13.605,0.3793,2.3217,90.0,c4+
237.4939,86.110,54.732,-0.1407,2.7244,90.0,c4+
237.7569,89.000,75.687,0.2775,1.0333,90.0,c4+
238.0203,89.000,83.876,-0.1235,0.7442,90.0,c4+
238.2834,89.000,86.243,0.0082,0.1738,90.0,c4+
238.5462,89.000,87.798,0.0279,0.1046,90.0,c4+
238.8103,89.000,88.421,0.0435,0.0340,90.0,c4+
239.0939,68.403,81.515,-0.2820,-0.9451,90.0,c4-
239.3565,28.789,57.391,-0.3549,-1.5643,90.0,c4-
239.6200,-13.866,20.363,-0.2788,-2.0710,90.0,c4-
239.8836,-53.486,-17.718,-0.1841,-2.3252,90.0,c4-
240.1478,-87.340,-53.032,0.1426,-2.7897,90.0,c4-
240.4105,-89.000,-80.159,-0.0443,-1.7547,90.0,c4-
240.6757,-89.000,-89.777,-0.0767,-0.3919,90.0,c4-
240.9389,-89.000,-80.206,0.2568,-0.3623,90.0,c4-
241.2211,-89.000,-91.251,0.4191,-0.8749,90.0,c4-
241.4840,-89.000,-85.657,-0.3285,0.5938,90.0,c4-
241.7473,-89.000,-88.190,0.0850,-0.0107,90.0,c4-
242.0108,-89.000,-88.928,0.0457,0.0011,90.0,c4-
242.2742,-89.000,-88.934,0.0412,-0.0080,90.0,c4-
242.5379,-68.383,-82.306,0.1395,0.7337,90.0,c5+
242.8021,-28.753,-56.188,0.1956,1.7227,90.0,c5+
243.0661,10.873,-23.039,0.2679,2.0317,90.0,c5+
243.3479,50.492,13.602,0.3762,2.3221,90.0,c5+
243.6116,86.112,54.542,-0.1201,2.6628,90.0,c5+
243.8749,89.000,76.075,0.2475,1.1309,90.0,c5+
244.1387,89.000,83.624,-0.1703,0.7350,90.0,c5+
244.4009,89.000,86.115,0.0062,0.1691,90.0,c5+
244.6637,89.000,87.775,0.0252,0.0832,90.0,c5+
244.9290,89.000,88.438,0.0402,0.0273,90.0,c5+
245.2110,68.404,81.681,-0.2942,-0.8932,90.0,c5-
245.4748,28.790,57.296,-0.3351,-1.5856,90.0,c5-
245.7377,-10.820,22.876,-0.2680,-2.0900,90.0,c5-
246.0015,-53.485,-17.701,-0.1886,-2.3180,90.0,c5-
246.2656,-87.339,-53.063,0.1286,-2.7458,90.0,c5-
246.5290,-89.000,-79.578,-0.0412,-1.7208,90.0,c5-
246.7914,-89.000,-85.676,0.5873,-2.2594,90.0,c5-
247.0568,-89.000,-84.604,-0.3006,0.9969,90.0,c5-
247.3390,-89.000,-86.940,-0.0461,0.3474,90.0,c5-
247.6022,-89.000,-89.256,0.0790,-0.4224,90.0,c5-
247.8652,-89.000,-88.030,-0.0368,0.2599,90.0,c5-
248.1282,-68.384,-82.212,0.1270,0.7707,90.0,c6+
248.3923,-28.755,-55.907,0.1928,1.7397,90.0,c6+
248.6557,10.872,-22.930,0.0363,2.5481,90.0,c6+
248.9195,50.487,13.445,0.4394,1.9404,90.0,c6+
249.1843,86.109,54.915,-0.2276,3.6002,90.0,c6+
249.4665,89.000,72.640,0.2714,1.0426,90.0,c6+
249.7292,89.000,84.110,-0.1774,0.8653,90.0,c6+
249.9924,89.000,86.065,-0.0031,0.1941,90.0,c6+
250.2555,89.000,87.685,0.0260,0.0876,90.0,c6+
250.5190,89.000,88.411,0.0448,0.0374,90.0,c6+
250.7821,68.402,81.566,-0.2880,-0.7227,90.0,c6-
251.0468,28.789,57.416,-0.2570,-1.4858,90.0,c6-
251.3102,-10.821,23.013,-0.0265,-2.7619,90.0,c6-
251.5930,-50.438,-14.991,-0.1522,-2.4093,90.0,c6-
251.8573,-86.079,-54.878,0.1664,-2.8732,90.0,c6-
252.1200,-89.000,-80.411,-0.1259,-1.5804,90.0,c6-
252.3831,-89.000,-90.242,-0.3349,0.2861,90.0,c6-
252.6461,-89.000,-79.850,0.4622,-0.9221,90.0,c6-
252.9095,-89.000,-92.318,-0.1164,-0.0968,90.0,c6-
253.1744,-89.000,-84.851,0.0785,-0.0051,90.0,c6-
253.4379,-89.000,-89.248,0.1047,-0.0745,90.0,c6-
253.7197,-89.000,-88.913,0.0505,-0.0074,90.0,c6-
253.9832,-89.000,-88.945,0.0383,-0.0037,90.0,c6-
254.2464,-68.384,-82.328,0.1413,0.7425,90.0,c7+
254.5098,-28.755,-56.119,0.2046,1.7032,90.0,c7+
254.7740,10.870,-23.080,0.0285,2.5746,90.0,c7+
255.0380,50.487,13.612,0.4455,1.9112,90.0,c7+
255.3027,86.107,54.060,-0.2575,3.6074,90.0,c7+
255.5847,89.000,73.117,0.2331,1.1770,90.0,c7+
255.8481,89.000,83.170,-0.0663,0.6503,90.0,c7+
256.1113,89.000,86.030,-0.0059,0.1936,90.0,c7+
256.3737,89.000,87.688,0.0274,0.0683,90.0,c7+
256.6374,89.000,88.420,0.0400,0.0375,90.0,c7+
256.9008,68.403,81.603,-0.2704,-0.7625,90.0,c7-
257.1641,28.790,57.644,-0.2340,-1.5369,90.0,c7-
257.4290,-10.819,23.000,-0.0371,-2.7434,90.0,c7-
257.7120,-50.437,-14.910,-0.1601,-2.3873,90.0,c7-
257.9758,-86.079,-54.933,0.1699,-2.8864,90.0,c7-
258.2385,-89.000,-74.042,-0.1990,-1.4349,90.0,c7-
258.5020,-89.000,-90.179,-0.5245,0.7833,90.0,c7-
258.7655,-89.000,-80.113,0.5689,-1.2721,90.0,c7-
259.0286,-89.000,-92.776,-0.2659,0.2898,90.0,c7-
259.2914,-89.000,-84.594,0.1752,-0.2592,90.0,c7-
259.5563,-89.000,-89.345,0.1070,-0.1527,90.0,c7-
259.8391,-89.000,-88.903,0.0485,-0.0061,90.0,c7-
260.1023,-89.000,-88.908,0.0310,0.0037,90.0,c7-
260.3658,-68.383,-82.345,0.1327,0.7762,90.0,c8+
260.6296,-28.754,-55.980,0.2100,1.6948,90.0,c8+
260.8928,10.873,-23.185,0.0295,2.5390,90.0,c8+
261.1566,50.491,13.678,0.4505,1.9113,90.0,c8+
261.4213,86.111,54.435,-0.2598,3.6432,90.0,c8+
261.6845,89.000,72.635,0.2820,0.9879,90.0,c8+
261.9668,89.000,83.270,-0.0898,0.6578,90.0,c8+
262.2297,89.000,85.990,-0.0015,0.1781,90.0,c8+
262.4928,89.000,87.757,0.0327,0.0755,90.0,c8+
262.7559,89.000,88.391,0.0354,0.0416,90.0,c8+
263.0188,89.000,88.715,0.0591,0.0174,90.0,c8+
263.2823,68.401,81.994,-0.2843,-0.7155,90.0,c8-
263.5473,28.788,57.309,-0.2758,-1.4649,90.0,c8-
263.8108,-10.822,22.868,-0.2674,-2.0997,90.0,c8-
264.0935,-50.439,-14.806,-0.1712,-2.3701,90.0,c8-
264.3571,-86.081,-54.791,0.1569,-2.8453,90.0,c8-
264.6201,-89.000,-80.507,-0.1426,-1.5646,90.0,c8-
264.8834,-89.000,-90.237,-0.3878,0.4079,90.0,c8-
265.1470,-89.000,-79.858,0.4937,-1.0161,90.0,c8-
265.4095,-89.000,-92.513,-0.1537,-0.0118,90.0,c8-
265.6748,-89.000,-84.747,0.0869,-0.0201,90.0,c8-
265.9564,-89.000,-89.484,0.1303,-0.1306,90.0,c8-
266.2204,-89.000,-88.918,0.0493,-0.0072,90.0,c8-
266.4834,-89.000,-88.942,0.0408,-0.0022,90.0,c8-
266.7468,-68.383,-82.285,0.1277,0.7854,90.0,c9+
267.0106,-28.754,-55.901,0.2230,1.6618,90.0,c9+
